158	0
158	8
158	12
158	16
158	19
158	21
158	23
158	24
158	26
158	26
158	27
158	28
158	29
158	29
158	29
158	30
158	30
158	31
158	30
158	31
158	31
158	31
158	31
158	32
158	31
158	32
158	31
158	32
158	31
158	32
158	32
158	32
158	31
158	32
158	32
158	32
158	32
158	32
158	31
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	33
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	33
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	32
158	33
158	32
158	32
158	32
158	32
158	32
158	32
158	33
158	32
158	32
158	32
158	32
158	32
158	32
158	33
158	32
158	32
158	32
158	32
158	32
158	32
158	33
158	32
158	32
158	32
158	32
158	32
158	32
158	33
158	32
158	32
158	32
158	32
158	32
158	32
158	33
158	32
158	32
158	32
158	32
158	33
158	32
158	32
158	32
158	32
158	32
158	33
158	32
158	32
181	32
181	33
181	33
181	34
181	34
181	35
181	35
181	35
181	36
181	36
181	36
181	36
181	36
181	36
181	37
181	36
181	37
181	37
181	36
181	37
181	37
181	37
181	37
181	37
181	36
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
181	37
181	37
181	37
181	37
181	38
181	37
181	37
