30.27	19.44	-51.22
30.27	19.44	-51.22
30.27	19.44	-51.22
30.27	19.44	-51.22
30.27	19.44	-51.22
26.64	23.08	-52.38
26.64	23.08	-52.38
26.64	23.08	-52.38
26.64	23.08	-52.38
26.64	23.08	-52.38
26.64	23.08	-52.38
26.64	23.08	-52.38
26.64	23.08	-52.38
25.43	32.80	-60.53
25.43	32.80	-60.53
25.43	32.80	-60.53
25.43	32.80	-60.53
25.43	32.80	-60.53
25.43	32.80	-60.53
25.43	32.80	-60.53
25.43	32.80	-60.53
53.28	23.08	-67.52
53.28	23.08	-67.52
53.28	23.08	-67.52
53.28	23.08	-67.52
53.28	23.08	-67.52
53.28	23.08	-67.52
53.28	23.08	-67.52
53.28	23.08	-67.52
85.98	41.30	-79.16
85.98	41.30	-79.16
85.98	41.30	-79.16
85.98	41.30	-79.16
85.98	41.30	-79.16
85.98	41.30	-79.16
85.98	41.30	-79.16
85.98	41.30	-79.16
102.93	86.25	-83.81
102.93	86.25	-83.81
102.93	86.25	-83.81
102.93	86.25	-83.81
102.93	86.25	-83.81
102.93	86.25	-83.81
102.93	86.25	-83.81
102.93	86.25	-83.81
102.93	119.05	-59.37
102.93	119.05	-59.37
102.93	119.05	-59.37
102.93	119.05	-59.37
102.93	119.05	-59.37
102.93	119.05	-59.37
102.93	119.05	-59.37
102.93	119.05	-59.37
112.62	106.91	-24.45
112.62	106.91	-24.45
112.62	106.91	-24.45
112.62	106.91	-24.45
112.62	106.91	-24.45
112.62	106.91	-24.45
112.62	106.91	-24.45
112.62	106.91	-24.45
106.56	117.84	-23.28
106.56	117.84	-23.28
106.56	117.84	-23.28
106.56	117.84	-23.28
106.56	117.84	-23.28
106.56	117.84	-23.28
106.56	117.84	-23.28
98.09	122.70	-22.12
98.09	122.70	-22.12
98.09	122.70	-22.12
98.09	122.70	-22.12
98.09	122.70	-22.12
98.09	122.70	-22.12
98.09	122.70	-22.12
98.09	122.70	-22.12
89.61	119.05	-2.33
89.61	119.05	-2.33
89.61	119.05	-2.33
89.61	119.05	-2.33
89.61	119.05	-2.33
89.61	119.05	-2.33
89.61	119.05	-2.33
89.61	119.05	-2.33
62.97	103.26	17.46
62.97	103.26	17.46
62.97	103.26	17.46
62.97	103.26	17.46
62.97	103.26	17.46
62.97	103.26	17.46
62.97	103.26	17.46
62.97	103.26	17.46
25.43	68.03	31.43
25.43	68.03	31.43
25.43	68.03	31.43
25.43	68.03	31.43
25.43	68.03	31.43
25.43	68.03	31.43
25.43	68.03	31.43
25.43	68.03	31.43
-12.11	70.46	-3.49
-12.11	70.46	-3.49
-12.11	70.46	-3.49
-12.11	70.46	-3.49
-12.11	70.46	-3.49
-12.11	70.46	-3.49
-12.11	70.46	-3.49
-12.11	70.46	-3.49
1.21	114.20	-47.73
1.21	114.20	-47.73
1.21	114.20	-47.73
1.21	114.20	-47.73
1.21	114.20	-47.73
1.21	114.20	-47.73
1.21	114.20	-47.73
1.21	114.20	-47.73
24.22	122.70	-64.02
24.22	122.70	-64.02
24.22	122.70	-64.02
24.22	122.70	-64.02
24.22	122.70	-64.02
24.22	122.70	-64.02
24.22	122.70	-64.02
24.22	122.70	-64.02
73.87	117.84	-82.65
73.87	117.84	-82.65
73.87	117.84	-82.65
73.87	117.84	-82.65
73.87	117.84	-82.65
73.87	117.84	-82.65
73.87	117.84	-82.65
118.67	97.19	-62.86
118.67	97.19	-62.86
118.67	97.19	-62.86
118.67	97.19	-62.86
118.67	97.19	-62.86
118.67	97.19	-62.86
118.67	97.19	-62.86
118.67	97.19	-62.86
115.04	38.88	-39.58
115.04	38.88	-39.58
115.04	38.88	-39.58
115.04	38.88	-39.58
115.04	38.88	-39.58
115.04	38.88	-39.58
115.04	38.88	-39.58
115.04	38.88	-39.58
46.02	17.01	-54.71
46.02	17.01	-54.71
46.02	17.01	-54.71
46.02	17.01	-54.71
46.02	17.01	-54.71
46.02	17.01	-54.71
46.02	17.01	-54.71
46.02	17.01	-54.71
-3.63	65.60	-46.56
-3.63	65.60	-46.56
-3.63	65.60	-46.56
-3.63	65.60	-46.56
-3.63	65.60	-46.56
-3.63	65.60	-46.56
-3.63	65.60	-46.56
-3.63	65.60	-46.56
0.00	74.11	1.16
0.00	74.11	1.16
0.00	74.11	1.16
0.00	74.11	1.16
0.00	74.11	1.16
0.00	74.11	1.16
0.00	74.11	1.16
0.00	74.11	1.16
19.37	63.17	16.30
19.37	63.17	16.30
19.37	63.17	16.30
19.37	63.17	16.30
19.37	63.17	16.30
19.37	63.17	16.30
19.37	63.17	16.30
19.37	63.17	16.30
-1.21	66.82	5.82
-1.21	66.82	5.82
-1.21	66.82	5.82
-1.21	66.82	5.82
-1.21	66.82	5.82
-1.21	66.82	5.82
-1.21	66.82	5.82
-1.21	66.82	5.82
-6.05	91.11	2.33
-6.05	91.11	2.33
-6.05	91.11	2.33
-6.05	91.11	2.33
-6.05	91.11	2.33
-6.05	91.11	2.33
-6.05	91.11	2.33
-9.69	78.96	-2.33
-9.69	78.96	-2.33
-9.69	78.96	-2.33
-9.69	78.96	-2.33
-9.69	78.96	-2.33
-9.69	78.96	-2.33
-9.69	78.96	-2.33
-9.69	78.96	-2.33
-3.63	44.95	-30.27
-3.63	44.95	-30.27
-3.63	44.95	-30.27
-3.63	44.95	-30.27
-3.63	44.95	-30.27
-3.63	44.95	-30.27
-3.63	44.95	-30.27
-3.63	44.95	-30.27
15.74	49.81	-68.68
15.74	49.81	-68.68
15.74	49.81	-68.68
15.74	49.81	-68.68
15.74	49.81	-68.68
15.74	49.81	-68.68
15.74	49.81	-68.68
15.74	49.81	-68.68
-2.42	81.39	-44.23
-2.42	81.39	-44.23
-2.42	81.39	-44.23
-2.42	81.39	-44.23
-2.42	81.39	-44.23
-2.42	81.39	-44.23
-2.42	81.39	-44.23
-2.42	81.39	-44.23
14.53	120.27	-40.74
14.53	120.27	-40.74
14.53	120.27	-40.74
14.53	120.27	-40.74
14.53	120.27	-40.74
14.53	120.27	-40.74
14.53	120.27	-40.74
14.53	120.27	-40.74
48.44	138.49	-47.73
48.44	138.49	-47.73
48.44	138.49	-47.73
48.44	138.49	-47.73
48.44	138.49	-47.73
48.44	138.49	-47.73
48.44	138.49	-47.73
48.44	138.49	-47.73
71.45	139.71	-50.05
71.45	139.71	-50.05
71.45	139.71	-50.05
71.45	139.71	-50.05
71.45	139.71	-50.05
71.45	139.71	-50.05
71.45	139.71	-50.05
71.45	139.71	-50.05
67.81	139.71	-24.45
67.81	139.71	-24.45
67.81	139.71	-24.45
67.81	139.71	-24.45
67.81	139.71	-24.45
67.81	139.71	-24.45
67.81	139.71	-24.45
39.96	137.28	-12.80
39.96	137.28	-12.80
39.96	137.28	-12.80
